0.0000	0.0000
0.1600	0.0000
0.3200	0.0009
0.4800	-0.0046
0.6400	0.0205
0.8000	-0.0076
0.9600	-0.0553
1.1200	-0.0430
1.2800	-0.0228
1.4400	0.1518
1.6000	0.0400
1.7600	0.1101
1.9200	-0.1726
2.0800	-0.0739
2.2400	0.2076
2.4000	0.4123
2.5600	-0.9045
2.7200	-1.0445
2.8800	0.4890
3.0400	0.8270
3.2000	-0.6356
3.3600	0.4302
3.5200	0.9304
3.6800	2.0992
3.8400	-0.3721
4.0000	-0.3966
4.1600	0.2493
4.3200	1.0941
4.4800	-0.4266
4.6400	-0.9769
4.8000	-1.5295
4.9600	-1.0727
5.1200	-1.0798
5.2800	1.9560
5.4400	0.3478
5.6000	-0.6997
5.7600	0.7797
5.9200	1.9821
6.0800	-1.4229
6.2400	-2.3957
6.4000	-0.2351
6.5600	1.7021
6.7200	0.4645
6.8800	-2.4140
7.0400	1.1519
7.2000	0.3918
7.3600	-0.8835
7.5200	0.5745
7.6800	1.1484
7.8400	0.3392
8.0000	-1.0967
8.1600	-1.1831
8.3200	-0.5171
8.4800	0.4143
8.6400	0.5303
8.8000	0.9281
8.9600	0.7628
9.1200	-1.4521
9.2800	-0.6417
9.4400	-0.9435
9.6000	-0.9997
9.7600	0.0240
9.9200	0.4261
10.0800	0.2348
10.2400	-1.4883
10.4000	0.2530
10.5600	0.7307
10.7200	0.2666
10.8800	-0.8244
11.0400	0.2230
11.2000	-0.0011
11.3600	-0.5195
11.5200	-1.3994
11.6800	-1.8482
11.8400	0.6479
12.0000	1.9070
12.1600	0.2559
12.3200	0.3177
12.4800	-0.0999
12.6400	0.4650
12.8000	-0.5745
12.9600	-0.0461
13.1200	-0.5931
13.2800	-0.3600
13.4400	-0.4606
13.6000	0.1241
13.7600	0.6184
13.9200	1.3940
14.0800	0.5104
14.2400	-1.1186
14.4000	-1.2800
14.5600	-0.0178
14.7200	0.7788
14.8800	0.2708
15.0400	-0.8761
15.2000	-0.6617
15.3600	0.8491
15.5200	1.2064
15.6800	-0.3374
15.8400	-0.9596
16.0000	0.3371
16.1600	1.1357
16.3200	-0.2533
16.4800	-1.7112
16.6400	-0.9518
16.8000	0.9940
16.9600	1.4493
17.1200	0.1811
17.2800	-0.9233
17.4400	-0.3804
17.6000	0.2927
17.7600	-0.1509
17.9200	-0.6698
18.0800	0.0459
18.2400	1.2495
18.4000	0.3474
18.5600	-0.8131
18.7200	-0.6887
18.8800	0.7869
19.0400	0.4861
19.2000	-0.4317
19.3600	-0.1416
19.5200	0.3425
19.6800	-0.1101
19.8400	-0.6005
20.0000	-0.2458
20.1600	0.6891
20.3200	0.6002
20.4800	-0.4367
20.6400	-0.3068
20.8000	0.6958
20.9600	0.7124
21.1200	-0.9238
21.2800	-1.2078
21.4400	0.2992
21.6000	1.1005
21.7600	-0.2559
21.9200	-1.1225
22.0800	-0.1507
22.2400	0.8493
22.4000	0.5066
22.5600	-0.4006
22.7200	-0.2507
22.8800	0.1448
23.0400	0.0717
23.2000	-0.3154
23.3600	0.0385
23.5200	0.4875
23.6800	0.0282
23.8400	-0.3114
24.0000	-0.0111
24.1600	0.2590
24.3200	0.1683
24.4800	-0.1786
24.6400	-0.1024
24.8000	0.0189
24.9600	-0.0795
25.1200	-0.1188
25.2800	0.0023
25.4400	0.1289
25.6000	0.2634
25.7600	-0.0826
25.9200	-0.4586
26.0800	-0.1925
26.2400	0.4308
26.4000	0.4846
26.5600	0.0011
26.7200	-0.2545
26.8800	-0.2069
27.0400	0.0058
27.2000	0.0103
27.3600	-0.1189
27.5200	0.0429
27.6800	-0.0233
27.8400	0.1651
28.0000	0.2316
28.1600	0.1774
28.3200	-0.0965
28.4800	-0.1498
28.6400	-0.2172
28.8000	-0.2164
28.9600	-0.0433
29.1200	0.0890
29.2800	0.0700
29.4400	0.1239
29.6000	0.0932
29.7600	0.1366
29.9200	0.1058
30.0800	-0.0953
30.2400	-0.2888
30.4000	-0.1763
30.5600	-0.0727
30.7200	0.1082
30.8800	0.1074
31.0400	0.0079
31.2000	0.0820
31.3600	0.1179
31.5200	-0.0495
31.6800	-0.0375
31.8400	-0.1160
32.0000	0.0528
32.1600	0.0870
32.3200	-0.0719
32.4800	-0.2434
32.6400	-0.0674
32.8000	0.2964
32.9600	0.1771
33.1200	-0.0434
33.2800	-0.2532
33.4400	-0.1045
33.6000	0.1291
33.7600	0.0923
33.9200	-0.1205
34.0800	-0.1314
34.2400	0.1187
34.4000	0.2938
34.5600	0.2330
34.7200	-0.0663
34.8800	-0.3088
35.0400	-0.2369
35.2000	-0.1573
35.3600	0.0402
35.5200	0.1599
35.6800	0.1568
35.8400	0.1920
36.0000	0.0722
36.1600	-0.0497
36.3200	-0.1033
36.4800	-0.1942
36.6400	-0.1114
36.8000	-0.0496
36.9600	0.1148
37.1200	0.1253
37.2800	0.1197
37.4400	-0.0274
37.6000	-0.1319
37.7600	-0.0094
37.9200	0.1396
38.0800	0.0378
38.2400	-0.1306
38.4000	-0.0486
38.5600	0.0556
38.7200	-0.0091
38.8800	-0.0696
39.0400	-0.0030
39.2000	0.1012
39.3600	0.0814
39.5200	-0.0747
39.6800	-0.1113
39.8400	0.0361
40.0000	0.0999
